-1.00000000000781374964731185173,10.0000000000600408611717284657,-45.0000000002029310053330846131,120.000000000393313825952645857,-210.000000000476774175695027225,252.000000000368174823961453512,-210.00000000017453771761211101,120.000000000044437342694436666,-45.0000000000033608671401452739,9.99999999999947419837553752586
-10.0000000410695815133976793732,99.0000003132357875301750027575,-440.000001048436104156280634925,1155.00000200510794456931762397,-1980.0000023835070805944269523,2310.00000178312529897084459662,-1848.00000079588858170609455556,990.000000172381987795233726501,-329.99999999992212451616069302,54.9999999949720432823596638627
-55.0000170748634289452638768125,540.000128464825365881551988423,-2376.00042214410177621175535023,6160.0007864072795200627297163,-10395.0008975796390586765483022,11880.000625140522970468737185,-9240.00023769794097461272031069,4752.00002462458814989076927304,-1484.99998630005188715585973114,219.999996159282261487533105537
-220.001748405917481932192458771,2145.01287746201478512375615537,-9360.04106655566829431336373091,24024.0731010116251127328723669,-40040.0772186333124409429728985,45045.0457180474550114013254642,-34320.0096581159959896467626095,17159.995106368172855582088232,-5147.99644174285003828117623925,714.999330553107938612811267376
-715.068608219822181126801297069,6930.48830740134872030466794968,-30031.478756596541643375530839,76442.4121169281861511990427971,-126128.126799407240469008684158,140140.668875783187104389071465,-105104.475909036453231237828732,51479.3517906578927068039774895,-15014.7277554782049264758825302,2001.9567374483888215763727203
-2003.27649290376211865805089474,19313.5422395855130162090063095,-83183.2760947500937618315219879,210240.306473197066225111484528,-343990.72739945718785747885704,378354.517724457022268325090408,-280241.412030824518296867609024,135108.373420766700292006134987,-38600.7004000857486971653997898,5003.65254804500909813214093447
-5017.275027002371643902733922,48119.3808831817586906254291534,-206059.840127350325929000973701,517442.574631192081142216920853,-840371.435566722415387630462646,916342.082332907826639711856842,-671729.39861990569625049829483,319775.287436072190757840871811,-89916.6703177183662774041295052,11416.294215000032636453397572
-11495.4954884749386110343039036,109563.016687202572938986122608,-466177.112722820951603353023529,1162740.2549970173276960849762,-1874625.58390898094512522220612,2027567.07536246930249035358429,-1472646.76200627163052558898926,693518.338624605326913297176361,-192491.195771255210274830460548,24048.4628572206638636998832226
-24282.3474964558045030571520329,229492.211021606868598610162735,-968580.070111628388985991477966,2396588.76060925051569938659668,-3832700.73668342502787709236145,4110550.16866242047399282455444,-2958681.81604126188904047012329,1379528.06880261469632387161255,-378585.347091627772897481918335,46672.1003764080960536375641823
-46688.5923427489105961285531521,436523.085827721632085740566254,-1823949.20948136155493557453156,4470197.59407979529350996017456,-7083034.67445568088442087173462,7527131.69032599311321973800659,-5367594.26069375686347484588623,2478501.16085058590397238731384,-673111.463058341410942375659943,82025.6360083515610313042998314
-79243.9524910867185099050402641,732022.811108576715923845767975,-3024665.52363399136811494827271,7335616.54497388284653425216675,-11507819.0276062488555908203125,12111807.1256395205855369567871,-8555176.66172571107745170593262,3912798.16661496041342616081238,-1052238.28395391418598592281342,126899.700050868064863607287407
-114448.831380798743339255452156,1044711.59255066129844635725021,-4268943.10071709565818309783936,10245534.745940035209059715271,-15913761.1870147176086902618408,16589833.7858567144721746444702,-11609955.7420935332775115966797,5261533.71153066121041774749756,-1402001.01458942168392241001129,167496.803106943203601986169815
